status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Ongoing,Parsippany,NJ,United States,Class III,"{'application_number': ['ANDA072695'], 'brand_name': ['NORTREL'], 'generic_name': ['NORETHINDRONE AND ETHINYL ESTRADIOL'], 'manufacturer_name': ['Teva Pharmaceuticals USA, Inc.'], 'product_ndc': ['0555-9008', '0555-9009', '0555-9010'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'rxcui': ['310463', '312033', '748797', '749858', '749869', '749879', '751868', '751870', '751871'], 'spl_id': ['9ac007e4-792d-4122-8daf-456dea28f82f'], 'spl_set_id': ['140c50d6-c931-423a-9aa0-526eae7ab93c'], 'package_ndc': ['0555-9009-80', '0555-9009-42', '0555-9010-79', '0555-9010-58', '0555-9008-79', '0555-9008-67'], 'is_original_packager': [True], 'nui': ['N0000175825', 'N0000000100', 'M0447349', 'N0000175602'], 'pharm_class_epc': ['Estrogen [EPC]', 'Progestin [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Agonists [MoA]'], 'pharm_class_cs': ['Progesterone Congeners [CS]'], 'unii': ['423D2T571U', 'T18F433X4S']}",Drugs,93867,"Teva Pharmaceuticals USA, Inc",400 Interpace Pkwy Bldg A,,07054-1120,Voluntary: Firm initiated,Letter,nationwide,D-0321-2024,"Nortrel (norethindrone and ethinyl estradiol tablets USP) 0.5/35, packaged in cartons, each carton contains 3 blister cards, each card contains 28 tablets, Rx only, TEVA PHARMACEUTICALS USA, INC., North Wales, PA 19454, NDC 0555-9008-67","12,916 cartons",Discoloration: discolored tablets (shades of blue) mixed in with the white inert remainder tablets.,20240125.0,20240212.0,,20240221.0,"Lot #: 100042978, Exp 7/31/2024",,⑧ 이물혼입/물리적결함,0
Ongoing,Bengaluru,,India,Class II,"{'application_number': ['ANDA209101'], 'brand_name': ['HALOPERIDOL DECANOATE'], 'generic_name': ['HALOPERIDOL DECANOATE'], 'manufacturer_name': ['BluePoint Laboratories'], 'product_ndc': ['68001-578', '68001-579', '68001-580', '68001-581', '68001-582'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['HALOPERIDOL DECANOATE'], 'rxcui': ['859871', '1719803', '1719862'], 'spl_id': ['048557ea-f859-f0f2-e063-6294a90af5ab'], 'spl_set_id': ['f2d14406-2ad4-4c5b-9c24-a026f27b415d'], 'package_ndc': ['68001-579-59', '68001-579-48', '68001-580-41', '68001-581-41', '68001-581-48', '68001-581-82', '68001-578-59', '68001-578-48', '68001-582-41'], 'is_original_packager': [True], 'upc': ['0368001578592', '0368001581417', '0368001579599', '0368001582414'], 'unii': ['AC20PJ4101']}",Drugs,96569,Somerset Therapeutics Private Limited,54/1 Budihal Village,,,Voluntary: Firm initiated,Letter,U.S. Nationwide,D-0356-2025,"Haloperidol Decanoate Injection 50mg/mL, 1mL Single-Dose Vial, Rx Only, Manufactured by: Somerset Therapeutics Limited, Kamataka India, Manufactured for: BluePoint Laboratories NDC 68001-580-41",4956 vials,Lack of Assurance of Sterility: Media fill with bacterial contamination,20250321.0,20250408.0,,20250416.0,"A240467B, exp. date 07/2026",,① 무균보증실패,0
Terminated,Los Angeles,CA,United States,Class II,{},Drugs,84978,"Fusion IV Pharmaceuticals, Inc. dba Axia Pharmaceutical",1990 Westwood Blvd Ste 135,,90025-4650,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide and Puerto Rico, Barbados and Dominican Republic",D-0960-2020,"Polyoxyl Lauryl Ether (Polidocanol) Injection, LAURETH-9 (POLIDOCANOL) 5% INJECTABLE, For IV Use, 30 mL Multi-dose Vial, Rx only, Axia Pharmaceutical 1990 Westwood Blvd. Ste 135, Los Angeles, CA 90025; NDC 71283-060-3",,Lack of Assurance of Sterility,20200115.0,20200305.0,20231207.0,20200311.0,"Lot #: 10152019+53126, Exp 4/6/2020",,① 무균보증실패,0
Ongoing,Parsippany,NJ,United States,Class II,{},Drugs,83050,Teva Pharmaceuticals USA,400 Interpace Pkwy,,07054-1120,Voluntary: Firm initiated,E-Mail,Nationwide by 4 major distributors.,D-1455-2019,"LOSARTAN POTASSIUM 50 mg TABLET BULK  90 count bottles and 1000 count bottles, NDC 00591-3746-00","2,924,000 tablets",CGMP Deviations: impurity for N-Nitroso-N-methyl-4-aminobutyric acid (NMBA) detected in the active pharmaceutical ingredient (API) used to manufacture finished products.,20190606.0,20190709.0,,20190717.0,"Arrow Malta (Teva) Bulk Product Lot #  1169752A, exp. date 01/2020, 1000 tablets/bottle  1169753A, exp. date 01/2020, 90 tablets/bottle    Golden State Medical Finished Product Lot #  GS017387, exp. date 01/2020  GS017651, exp. date 01/2020  GS017479, exp. date 01/2020",,⑦ 일반 CGMP 결함,0
Terminated,IRVING,TX,United States,Class II,"{'application_number': ['NDA216632'], 'brand_name': ['CABTREO'], 'generic_name': ['CLINDAMYCIN PHOSPHATE/BENZOYL PEROXIDE/ADAPALENE'], 'manufacturer_name': ['Bausch Health US LLC'], 'product_ndc': ['0187-0006'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['TOPICAL'], 'substance_name': ['ADAPALENE', 'BENZOYL PEROXIDE', 'CLINDAMYCIN PHOSPHATE'], 'rxcui': ['2668198', '2668204'], 'spl_id': ['338bc721-434d-cbc2-e063-6394a90abc47'], 'spl_set_id': ['9468da0f-9978-4c58-8135-0274c3415084'], 'package_ndc': ['0187-0006-10', '0187-0006-25', '0187-0006-35'], 'is_original_packager': [True], 'nui': ['N0000175607', 'M0018962'], 'pharm_class_epc': ['Retinoid [EPC]'], 'pharm_class_cs': ['Retinoids [CS]'], 'unii': ['1L4806J2QF', 'W9WZN9A0GM', 'EH6D7113I8']}",Drugs,94023,MCKESSON CORPORATION,6555 NORTH STATE HIGHWA,,75039,Voluntary: Firm initiated,E-Mail,Nationwide in the US,D-0347-2024,"CABTREO (clindamycin phosphate, adapalene and benzoyl peroxide) Topical Gel 1.2%/0.15%/3.1%, Not for Oral, Ophthalmic or Intravaginal Use, Rx Only, Net Wt. 50g, Distributed by Bausch Health US, LLC Bridgewater, NJ 08807 USA, Manufactured by: Bausch Health Companies, Inc. Laval Quebec H7L 448, Canada, NDC 0187-0006-25.",42 units,CGMP Deviations: Product was stored outside labeled storage temperature requirements. Product was exposed to controlled room temperature environment instead of remaining refrigerated.,20240212.0,20240222.0,20241001.0,20240228.0,"Lot: 7001796, Exp 05/31/2025",,⑦ 일반 CGMP 결함,0
Ongoing,Boca Raton,FL,United States,Class II,{},Drugs,97369,GenoGenix  LLC,2840 Nw 2nd Ave Ste 204,,33431-6692,Voluntary: Firm initiated,Letter,US Nationwide.,D-0081-2026,"Reconstitution XO Solution for Injection, all strengths and presentations, GenoGenix, LLC, 2840 NW 2nd Ave Ste 204 Boca Raton, FL 33431-6692. Also labeled as manufactured for CELIA Health a) 5% Exosomes, 10 mL vial and b) 10% Exosomes, 5 mL vial, Extension Health a) 20% Exosomes, 10 mL vial, b) 10% Exosomes, 10 mL vial and Medical Health Institute (MHI), a) 10 % Exosomes, 2mL vial, 5mL vial, 10mL vial, b) 5% Exosomes, 2mL vial, 5mL vial, 10mL vial.",,Lack of Assurance of Sterility,20250730.0,20251021.0,,20251015.0,All lots within expiry.,,① 무균보증실패,0
Terminated,Lake Forest,IL,United States,Class II,{},Drugs,78828,"Pharmedium Services, LLC",150 N Field Dr Ste 350,,60045-2506,Voluntary: Firm initiated,Press Release,U.S.A. Nationwide,D-0454-2018,"Glycopyrrolate in all strengths, all doses, and all packaging.",Unknown,Lack of sterility assurance.,20171227.0,20180220.0,20200507.0,20180228.0,All lots remaining within expiry.,,① 무균보증실패,0
Terminated,Little Rock,AR,United States,Class II,{},Drugs,77770,SCA Pharmaceuticals,8821 Knoedl Ct,,72205-4600,Voluntary: Firm initiated,Letter,Nationwide,D-1027-2017,"PHENYLephrine 40 mg in 0.9% Sodium Chloride 250 mL, Rx only, SCA Pharmaceuticals 8821 Knoedl Ct Little Rock, AR 72205 --- NDC# 70004-0812-40",,Lack of Assurance of Sterility; product has the potential to leak.,20170714.0,20170726.0,20190501.0,20170802.0,Lots: 20170429@28 BUD: 7/28/2017; BUD: 20170509@65 BUD: 8/7/2017,,① 무균보증실패,0
Completed,Aquebogue,NY,United States,Class II,{},Drugs,83265,"Altaire Pharmaceuticals, Inc.",311 W Ln,PO Box 849,11931-0849,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S.A. Nationwide,D-0394-2020,"CVS Health Redness Relief Lubricant Redness Reliever Eye Drops, Sterile, 1 fl. oz., (30 mL), Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",,Lack of Assurance of Sterility,20190702.0,20191115.0,,20191127.0,Lot #: 18229 9/21  18229 9/21  19056 03/22,,① 무균보증실패,0
Terminated,Highland,NY,United States,Class II,{},Drugs,89334,"ULTRAtab Laboratories, Inc.",50 Toc Dr,,12528-1506,Voluntary: Firm initiated,Letter,Bulk product was distributed to 3 distributors who may have distributed finished product.,D-0536-2022,"APAP 500 mg tablet (Acetaminophen 500 mg) Bulk Container, ULTRAtab Laboratories, Inc., Highland, NY NDC 62959-210-00","6,249,082 tablets",CGMP Deviations,20220126.0,20220209.0,20250107.0,20220216.0,"Product Codes: L210L  Bulk Lots: 18L120, 19B044, 19E082",,⑦ 일반 CGMP 결함,0
Terminated,Augusta,GA,United States,Class II,{},Drugs,64661,Clinical Specialties Compounding Pharmacy,318 Baston Rd,,30907,Voluntary: Firm initiated,Telephone,"FL, GA and SC.",D-662-2013,"Progesterone 50 mg/ml, Clinical Specialties Compounding Pharmacy, 318 Baston Road, Augusta, GA 30907",637ml total,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,20130320.0,20130703.0,20170222.0,20130710.0,"Lot number CABDBFAC:48, Exp date: 5/17/2014; and Lot number CABDCEAB:14, Exp date: 4/25/2014.",,① 무균보증실패,0
Terminated,Dublin,OH,United States,Class III,"{'application_number': ['BLA761061'], 'brand_name': ['TREMFYA'], 'generic_name': ['GUSELKUMAB'], 'manufacturer_name': ['Janssen Biotech, Inc.'], 'product_ndc': ['57894-640', '57894-650', '57894-651'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['SUBCUTANEOUS'], 'substance_name': ['GUSELKUMAB'], 'rxcui': ['1928686', '1928689', '2118739', '2118741', '2693088', '2693092', '2693094', '2693095', '2693096', '2693097', '2711637', '2711638'], 'spl_id': ['01b4ab20-c027-482f-b358-b9beae545cb3'], 'spl_set_id': ['1e6dc9ae-1c4c-42d9-87aa-c315ecc51b56'], 'package_ndc': ['57894-650-01', '57894-650-02', '57894-640-01', '57894-640-04', '57894-640-11', '57894-640-99', '57894-640-03', '57894-640-06', '57894-651-01', '57894-651-02', '57894-651-04', '57894-651-11', '57894-651-22', '57894-651-99', '57894-651-92'], 'is_original_packager': [True], 'nui': ['N0000192799', 'N0000192798'], 'pharm_class_epc': ['Interleukin-23 Antagonist [EPC]'], 'pharm_class_moa': ['Interleukin-23 Antagonists [MoA]'], 'unii': ['089658A12D']}",Drugs,87489,Cardinal Health Inc.,7000 Cardinal Pl,,43017-1091,Voluntary: Firm initiated,Letter,"AL, LA, MS, TN",D-0314-2021,"Tremfya (guselkumab) Injection, 100 mg/mL, one single-dose prefilled syringe per carton, Rx only, Manufactured by: Janssen Biotech, Inc., Horsham, PA  19044; NDC 57894-640-01.",48 boxes,Temperature Abuse,20210309.0,20210329.0,20211104.0,20210407.0,KESOY.AI Exp. 04/2022,,⑨ 보관/유통 문제,0
Terminated,Asheville,NC,United States,Class I,{},Drugs,80601,King Bio Inc.,3 Westside Dr,,28806-2846,Voluntary: Firm initiated,Press Release,"U.S.A. Nationwide, Canada, and Australia.",D-0580-2019,"Dr. King's Natural Medicine Homeopathic Hydration, 2 fl. oz. (59 mL), King Bio, Inc., 3 Westside Dr. Asheville, NC 28806, UPC 357955024224, NDC 57955-0242-2",38 bottles,Microbial contamination,20180720.0,20190308.0,20220119.0,20190320.0,Lot Numbers: 041816A Exp. 04/19; 070816E Exp. 07/19,,② 미생물/오염,1
Terminated,Columbus,OH,United States,Class III,{},Drugs,71634,American Health Packaging,2550 John Glenn Ave,Suite A,43217-1188,Voluntary: Firm initiated,Letter,U.S. Nationwide,D-1235-2015,"Desmopressin Acetate Tablets, 0.1 mg Tablets, Rx Only, Packed in 30 Tablet (3 x 10) Cartons.  Packaged and Distributed by: American Health Packaging Columbus, Ohio 43217. NDC: 68084-606-21.",341 Cartons,Tablets/Capsules Imprinted with Wrong ID: Some tablets incorrectly imprinted with an X on one side.,20150626.0,20150714.0,20180815.0,20150722.0,"Lot #:151360, Expiry: 12/31/2016",,기타,0
Terminated,Vicksburg,MS,United States,Class II,{},Drugs,79748,"Kroger Specialty Pharmacy, Inc.",100 Pear Orchard Dr Ste A,,39180-7153,Voluntary: Firm initiated,Letter,"MS, LA, AR, IL, FL",D-0796-2018,Zarxio 300 mcg/0.5 mL PFS NDC 14 days supply,Unknown,Lack of Processing Controls.,20180403.0,20180510.0,20200507.0,20180516.0,All lots remaining within expiry dispensed 12/01/2017 through 02/12/2018,,⑦ 일반 CGMP 결함,0
Terminated,Somerset,NJ,United States,Class III,"{'application_number': ['ANDA203602'], 'brand_name': ['MORPHINE SULFATE'], 'generic_name': ['MORPHINE SULFATE'], 'manufacturer_name': ['Lupin Pharmaceuticals,Inc.'], 'product_ndc': ['43386-540', '43386-541', '43386-542', '43386-543', '43386-544'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['MORPHINE SULFATE'], 'rxcui': ['891874', '891881', '891888', '891893', '892646'], 'spl_id': ['d4efe614-fe99-4cc7-b3ba-87c4e010efbd'], 'spl_set_id': ['d360a33f-6323-4b10-9e81-07e2813c2dbd'], 'package_ndc': ['43386-540-01', '43386-540-05', '43386-541-01', '43386-541-05', '43386-542-01', '43386-542-05', '43386-543-01', '43386-543-05', '43386-544-01', '43386-544-05'], 'is_original_packager': [True], 'upc': ['0343386542017', '0343386543014', '0343386540013', '0343386541010'], 'unii': ['X3P646A2J0']}",Drugs,82581,LUPIN SOMERSET,400 Campus Dr,,08873-1145,Voluntary: Firm initiated,Letter,Product was shipped to 5 wholesalers and one Supermarket Chain who may have further distributed the product throughout the United States.,D-1245-2019,"Morphine Sulfate Extended-Release Tablets, 60 mg, 100-count bottles, Rx Only, Manufactured by: Novel Laboratories, Inc. Somerset, NJ 08873 Manufactured for: Lupin Pharmaceuticals, Inc. Baltimore, MD 21202  NDC 43386-542-01","10,284 bottles",Failed Impurities/Degradation Specifications,20190410.0,20190425.0,20221014.0,20190501.0,"Lot#: S700222 Exp. Apr 30 2019 ; S800233 Exp, Feb 29 2020",,④ 품질규격 미달,0
Ongoing,Chesapeake,VA,United States,Class II,{},Drugs,90566,"Family Dollar Stores, Llc.",500 Volvo Pkwy,,23320-1604,Voluntary: Firm initiated,Other,Nationwide within the United States,D-1461-2022,QP COUGH COLD TABLET 16 CT distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,Unknown,CGMP Deviations: product held outside appropriate storage temperature conditions.,20220623.0,20220822.0,,20220831.0,SKU: 916922,,⑦ 일반 CGMP 결함,0
Terminated,Brooksville,FL,United States,Class II,{},Drugs,64188,"TG United, Inc.",16275 Aviation Loop Dr,,34604-6805,Voluntary: Firm initiated,Letter,"FL, MS, SC, LA  and TX",D-509-2013,"AMBI 2CPM/15DM/5PEH, Antihistamine,  Nasal Decongestant,  Fruit Candy Flavor, 16 fl oz. bottle, OTC, Manufactured for: AMBI Pharmaceuticals, Brooksville, FL 34604, NDC 66870-0228-16.",355 - 16 ounce bottles,CGMP Deviations: Products are underdosed or have an incorrect dosage regime.,20130130.0,20130604.0,20160930.0,20130612.0,"Lot # 12DQ004, Exp. 03/14.",,⑦ 일반 CGMP 결함,0
Terminated,Newtown,PA,United States,Class III,{},Drugs,71726,"KVK-Tech, Inc.",110 Terry Dr,,18940-3427,Voluntary: Firm initiated,Letter,Nationwide,D-1371-2015,"Phentermine Hydrochloride Capsules, USP, 15 mg, packaged in a) 100-count bottle (NDC 10702-0026-01; UPC 3 10702 02601 8) and b) 1000-count bottle (NDC 10702-0026-10; UPC 3 10702 02601 0); Rx only, Mfd. by KVK-TECH, Inc., Newtown, PA","9,696 bottles (100-count), 972 bottles (1000-count)",Failed Impurities/Degradation Specifications: out-of-specification results for individual unknown and total impurity at the 12th month room temperature stability test station,20150714.0,20150825.0,20170113.0,20150902.0,"Lot #: a) 11957A, Exp 04/2017; b) 11956A, Exp 04/2017",,④ 품질규격 미달,0
Terminated,Las Vegas,NV,United States,Class II,{},Drugs,79619,Partell Specialty Pharmacy,5835 S Eastern Ave Ste 101,,89119-3031,Voluntary: Firm initiated,Letter,NV only,D-0666-2018,"Testosterone 40 mg pellet packaged in amber vial,   Rx only, Partell Specialty Pharmacy, 5835 S. Eastern Ave.   #101, Las Vegas, NV 89119 (702) 791-3800",,Lack of Assurance Sterility: Firm is recalling various drug products due to a non-approved method of sterilization.,20180322.0,20180417.0,20190115.0,20180425.0,"Lot#: 20171214@90, BUD 06/12/2018; 20171113@81, BUD 05/12/2018; 20180220@58, BUD 08/19/2018.",,① 무균보증실패,0
Terminated,Worcester,MA,United States,Class II,{},Drugs,82538,Lohxa LLC,600 Main St Ste 110,,01608-2061,Voluntary: Firm initiated,Letter,"MA, NY and WY",D-1130-2019,"Bismuth Subsalicylate Oral Suspension 262mg/15mL, unit dose cups, OTC, Rpkg. By.: Lohxa Worcester, MA, NDC 70166-059-01",5 boxes  - 250 unit dose cups.,Labeling: Incorrect or Missing Lot and/or Exp Date - the label contains an incorrect Exp Date.,20190325.0,20190415.0,20230620.0,20190417.0,"Lot#:  M030042P, Exp. 01/2020",,⑤ 표시/라벨링 오류,0
Terminated,Birmingham,AL,United States,Class II,{},Drugs,74466,"Medaus, Inc.",6801 Cahaba Valley Rd Ste 116,,35242-9609,Voluntary: Firm initiated,E-Mail,"U.S. Nationwide, Japan, and New Zealand.",D-1222-2016,"M.I.C B-COMPLEX PREMIX W/HYDROXY B12  W/PRES. (BENZALKONIUM 0.01%)  HYDROXY B12 1MG; B1 0.833MG; B2 0.083MG; B3 0.833MG,  B5 0.083MG, B6 0.083MG, CYANO B12 1.66MCG,  METHIONINE 0.208MG, INOSITOL 0.416MG, CHOLINE CL 1.66MG/ML, 10ML Vials, MEDAUS PHARMACY",110 mL in Vials,Lack of Assurance of Sterility,20160513.0,20160708.0,20170616.0,20160720.0,"Lot #: 160229-24, BUD: 07/25/16,  Lot #: 160315-5, BUD: 07/25/16",,① 무균보증실패,0
Terminated,Brooklyn,NY,United States,Class II,{},Drugs,83136,"Infusion Options, Inc.",5924 13th Ave,,11219-4934,Voluntary: Firm initiated,Letter,NY only,D-1786-2019,"INJECTAFER 720 MG in 100 ml NS IVPB; INJECTAFER 210 MG in 100 ml NS IVPB, Rx Only, Infusion Options, Inc. 5924 13the Ave, Brooklyn, NY 11219-4934, 718-283-7233",,Lack of Assurance of Sterility,20190612.0,20190815.0,20250321.0,20190821.0,All lots within expiry,,① 무균보증실패,0
Terminated,Waterford,MI,United States,Class II,{},Drugs,79149,American Pharmaceutical Ingredients LLC,6650 Highland Rd Ste 302,,48327-1665,Voluntary: Firm initiated,Letter,Nationwide within USA.,D-0513-2018,"Nifedipine USP  for prescription compounding, packaged in a) 5g (NDC 58597-8025-2); b) 25g (NDC 58597-8025-4); c) 100g (NDC 58597-8025-6); d) 500g (NDC 58597-8025-7), RX only, packed by American Pharmaceutical Ingredients, LLC 6650 Highland Road, Waterford, MI 48327",44500 g,CGMP Deviations: Lack of stability data and controls to support the manufacturers assigned retest or expiration date in firm's container/closure system.,20180209.0,20180222.0,20191202.0,20180228.0,"Lot #: a) 020615-2, Exp. 12/04/2018; b)  020615-2, Exp. 12/04/2018; c) 020615-1, Exp. 12/04/2018; d) 020615-1, Exp. 12/04/2018; 020615-2, Exp. 12/04/2018.",,⑦ 일반 CGMP 결함,0
Terminated,Vancouver,WA,United States,Class II,{},Drugs,65690,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-871-2014,"FLUCONAZOLE, Tablet, 200 mg, Rx only, Distributed by: AidaPak Service, LLC, NDC 00172541360.",200 Tablets,"Labeling: Label Mixup: FLUCONAZOLE, Tablet, 200 mg may have potentially been mislabeled as one of the following drugs:  VALSARTAN, Tablet, 80 mg, NDC 00078035834, Pedigree: AD65475_10, EXP: 5/28/2014;  FLUCONAZOLE, Tablet, 100 mg, NDC 68462010230, Pedigree: W003064, EXP: 6/12/2014.",20130702.0,20140120.0,20140207.0,20140129.0,"FLUCONAZOLE, Tablet, 200 mg has the following codes:   Pedigree: AD65475_16, EXP: 5/28/2014;  Pedigree: W003065, EXP: 6/12/2014.",,⑤ 표시/라벨링 오류,0
Terminated,Baltimore,MD,United States,Class II,"{'application_number': ['ANDA065259'], 'brand_name': ['CEFDINIR'], 'generic_name': ['CEFDINIR'], 'manufacturer_name': ['Lupin Pharmaceuticals, Inc.'], 'product_ndc': ['68180-722', '68180-723'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['CEFDINIR'], 'rxcui': ['309054', '476576'], 'spl_id': ['b32b7bfb-4770-4da0-8c48-684233cd10c9'], 'spl_set_id': ['7490df67-56c0-4a1c-8533-2107f3e8aea5'], 'package_ndc': ['68180-722-20', '68180-722-10', '68180-722-04', '68180-722-05', '68180-723-20', '68180-723-10', '68180-723-04', '68180-723-05'], 'is_original_packager': [True], 'upc': ['0368180723042'], 'nui': ['N0000175488', 'M0003827'], 'pharm_class_epc': ['Cephalosporin Antibacterial [EPC]'], 'pharm_class_cs': ['Cephalosporins [CS]'], 'unii': ['CI0FAO63WC']}",Drugs,81888,Lupin Pharmaceuticals Inc.,111 S Calvert St Fl 21ST,,21202-6174,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0375-2019,"Cefdinir for Oral Suspension USP, 125mg/5mL, packaged in a) 60mL (NDC 68180-722-20), b)100mL (NDC 68180-722-10), Rx Only, Manufactured for: Lupin Pharmaceuticals Inc. Baltimore, MD 21202; Manufactured by: Lupin Limited Mandideep 462 046 INDIA","287,784 bottles",CGMP Deviations: Product complaints received indicating reconstituted suspension was observed to be thick.,20190102.0,20190115.0,20200626.0,20190116.0,"a) Lot #: F700329, F700330, F700328, Exp. January 2019; F700544, F700545, F700668, F700669, F700670, Exp. March 2019; F700958, Exp. April 2019   b) Lot #: F700327, F700392, F700393, Exp. January 2019; F700546, F700547, F700664, Exp. March 2019;  F700967, Exp. April 2019, F701106, F701107, F701108, F701109, Exp. May 2019.",,⑦ 일반 CGMP 결함,0
